"Date","Price","Open","High","Low","Change %"
"01/25/2024","71.21","71.21","71.78","71.21","-1.40%"
"01/24/2024","72.22","72.22","72.22","71.21","-0.67%"
"01/23/2024","72.71","72.71","72.71","72.18","-2.66%"
"01/22/2024","74.70","74.70","74.70","72.72","-0.63%"
"01/19/2024","75.17","75.17","75.17","74.66","-1.33%"
"01/18/2024","76.18","76.18","76.18","75.18","0.69%"
"01/17/2024","75.66","75.66","76.10","75.66","-0.01%"
"01/16/2024","75.67","75.67","75.67","75.66","0.67%"
"01/15/2024","75.17","75.17","75.65","75.17","-0.07%"
"01/12/2024","75.22","75.22","75.24","75.22","1.40%"
"01/11/2024","74.18","74.18","75.19","74.18","-3.87%"
"01/10/2024","77.17","77.17","77.17","74.17","-0.66%"
"01/09/2024","77.68","77.68","77.68","77.15","-1.28%"
"01/08/2024","78.69","78.69","78.69","77.70","0.04%"
"01/05/2024","78.66","78.66","78.66","78.66","-0.04%"
"01/04/2024","78.69","78.69","78.69","78.62","1.97%"
"01/03/2024","77.17","77.17","78.68","77.17","1.30%"
"01/02/2024","76.18","76.18","77.16","76.18","-0.01%"
"01/01/2024","76.19","76.19","76.19","76.19","0.00%"
"12/29/2023","76.19","76.19","76.19","76.18","0.00%"
"12/28/2023","76.19","76.19","76.19","76.19","0.00%"
"12/27/2023","76.19","76.19","76.22","76.19","0.00%"
"12/26/2023","76.19","76.19","76.19","76.19","-0.01%"
"12/25/2023","76.20","76.20","76.20","76.20","0.03%"
"12/22/2023","76.18","76.18","76.20","76.18","-0.03%"
"12/21/2023","76.20","76.20","76.20","76.19","0.01%"
"12/20/2023","76.19","76.19","76.22","76.19","-1.30%"
"12/19/2023","77.19","77.19","77.19","76.21","0.01%"
"12/18/2023","77.18","77.18","77.18","77.17","0.04%"
"12/15/2023","77.15","77.15","77.21","77.15","-3.22%"
"12/14/2023","79.72","79.72","79.72","77.21","-1.15%"
"12/13/2023","80.65","80.65","80.65","79.72","-0.63%"
"12/12/2023","81.16","81.16","81.16","80.65","0.02%"
"12/11/2023","81.14","81.14","81.14","81.14","1.24%"
"12/08/2023","80.15","80.15","80.15","80.15","-2.99%"
"12/07/2023","82.62","82.62","82.62","80.16","-1.81%"
"12/06/2023","84.14","84.14","84.14","82.64","0.01%"
"12/05/2023","84.13","84.13","84.15","84.13","-8.03%"
"12/04/2023","91.48","91.48","91.48","84.15","5.00%"
"12/01/2023","87.12","87.12","87.12","84.20","0.02%"
"11/30/2023","87.10","87.10","87.10","87.10","-2.26%"
"11/29/2023","89.11","89.11","89.11","87.15","-1.09%"
"11/28/2023","90.09","90.09","90.09","89.11","0.01%"
"11/27/2023","90.08","90.08","90.10","90.08","0.00%"
"11/24/2023","90.08","90.08","90.08","90.08","-0.54%"
"11/23/2023","90.57","90.57","90.57","90.06","-1.63%"
"11/22/2023","92.07","92.07","92.07","90.57","0.55%"
"11/21/2023","91.57","91.57","92.07","91.57","-3.14%"
"11/20/2023","94.54","94.54","94.54","91.56","-1.05%"
"11/17/2023","95.54","95.54","95.54","94.54","0.00%"
"11/16/2023","95.54","95.54","95.54","95.54","-0.51%"
"11/15/2023","96.03","96.03","96.03","95.53","-4.91%"
"11/14/2023","100.99","100.99","100.99","96.04","-1.44%"
"11/13/2023","102.47","102.47","102.47","100.99","-0.01%"
"11/10/2023","102.48","102.47","102.48","102.47","0.01%"
"11/09/2023","102.47","102.47","102.47","102.47","-1.90%"
"11/08/2023","104.45","104.45","104.45","102.47","-0.01%"
"11/07/2023","104.46","104.46","104.46","104.45","-0.47%"
"11/06/2023","104.95","104.95","104.95","104.46","-2.31%"
"11/03/2023","107.43","107.43","110.55","107.43","-3.98%"
"11/02/2023","111.88","111.88","111.88","107.42","-0.45%"
"11/01/2023","112.39","112.39","112.39","111.87","-1.30%"
"10/31/2023","113.87","113.87","113.87","112.38","-0.85%"
"10/30/2023","114.85","114.85","114.85","113.86","-0.85%"
"10/27/2023","115.84","115.84","115.84","114.84","0.84%"
"10/26/2023","114.87","114.87","115.82","114.87","0.02%"
"10/25/2023","114.85","114.85","114.87","114.85","-0.43%"
"10/24/2023","115.35","115.35","115.35","113.00","-1.28%"
"10/23/2023","116.85","116.85","116.85","115.34","-1.02%"
"10/20/2023","118.06","115.86","118.06","115.84","4.12%"
"10/19/2023","113.39","113.39","115.86","113.39","0.01%"
"10/18/2023","113.38","113.38","113.38","113.38","2.70%"
"10/17/2023","110.40","110.40","113.02","110.40","0.45%"
"10/16/2023","109.91","110.40","110.40","110.40","2.31%"
"10/13/2023","107.43","107.43","109.90","107.43","-0.45%"
"10/12/2023","107.92","107.92","107.92","107.44","0.00%"
"10/11/2023","107.92","107.92","107.92","107.92","-3.53%"
"10/10/2023","111.87","111.87","111.87","111.87","1.80%"
"10/09/2023","109.89","109.89","111.85","109.89","-0.01%"
"10/06/2023","109.90","109.90","109.90","109.90","-0.87%"
"10/05/2023","110.87","110.87","110.87","110.87","0.87%"
"10/04/2023","109.91","109.91","109.91","109.91","4.72%"
"10/03/2023","104.96","104.96","104.96","104.96","2.92%"
"10/02/2023","101.98","101.98","104.95","101.98","0.01%"
"09/29/2023","101.97","104.95","104.95","101.97","-4.65%"
"09/28/2023","106.94","106.94","106.94","104.96","2.87%"
"09/27/2023","103.96","103.96","103.96","103.96","0.00%"
"09/26/2023","103.96","103.96","103.96","103.96","2.94%"
"09/22/2023","100.99","100.99","101.48","100.99","0.99%"
"09/21/2023","100.00","100.00","100.99","100.00","-0.70%"
"09/20/2023","100.71","100.71","100.71","100.00","6.53%"
"09/19/2023","94.54","94.54","94.54","94.04","0.01%"
"09/18/2023","94.53","94.53","94.53","94.53","-0.53%"
"09/15/2023","95.03","95.03","95.03","94.53","0.00%"
"09/14/2023","95.03","95.03","95.04","95.03","0.00%"
"09/13/2023","95.03","95.03","95.03","95.03","-1.03%"
"09/12/2023","96.02","96.02","96.02","96.02","0.00%"
"09/11/2023","96.02","96.02","96.02","96.02","-0.01%"
"09/08/2023","96.03","96.03","96.03","96.02","0.01%"
"09/07/2023","96.02","96.02","96.02","96.02","3.75%"
"09/06/2023","92.55","92.55","96.02","92.55","1.64%"
"09/05/2023","91.06","91.06","92.55","91.06","-1.08%"
"09/04/2023","92.05","92.05","92.05","91.05","-0.01%"
"09/01/2023","92.06","92.06","92.06","92.05","0.56%"
"08/31/2023","91.55","91.55","92.07","91.55","-0.01%"
"08/30/2023","91.56","91.56","91.56","91.55","-2.38%"
"08/29/2023","93.79","93.79","93.79","91.57","0.00%"
"08/28/2023","93.79","93.79","93.79","93.79","0.00%"
"08/25/2023","93.79","93.79","93.79","93.78","-1.30%"
"08/24/2023","95.03","95.03","95.03","93.79","-1.04%"
"08/23/2023","96.03","96.03","96.03","95.05","-0.51%"
"08/22/2023","96.52","96.52","96.52","96.03","0.00%"
"08/21/2023","96.52","96.52","96.52","96.52","0.51%"
"08/18/2023","96.03","96.03","96.53","96.03","1.05%"
"08/17/2023","95.03","95.03","96.02","95.03","0.00%"
"08/16/2023","95.03","95.03","95.04","95.03","1.05%"
"08/15/2023","94.04","94.04","95.03","94.04","0.27%"
"08/14/2023","93.79","93.79","94.04","93.79","0.00%"
"08/11/2023","93.79","93.79","93.79","93.78","-1.30%"
"08/10/2023","95.03","95.03","95.03","93.79","-2.54%"
"08/09/2023","97.51","97.51","97.51","95.03","6.49%"
"08/08/2023","91.57","91.57","97.52","91.57","0.01%"
"08/07/2023","91.56","91.56","91.56","91.56","-1.60%"
"08/04/2023","93.05","93.05","93.05","91.56","1.63%"
"08/03/2023","91.56","91.56","93.04","91.56","1.65%"
"08/02/2023","90.07","90.07","91.57","90.07","1.10%"
"08/01/2023","89.09","89.09","90.07","89.09","1.14%"
"07/31/2023","88.09","88.09","89.08","88.09","-1.10%"
"07/28/2023","89.07","89.07","89.07","88.09","-4.28%"
"07/27/2023","93.05","93.05","93.05","89.09","-2.08%"
"07/26/2023","95.03","95.03","95.03","93.04","2.14%"
"07/25/2023","93.04","93.04","95.03","93.04","1.06%"
"07/24/2023","92.06","92.06","93.06","92.06","0.00%"
"07/21/2023","92.06","94.04","94.04","92.06","-1.06%"
"07/20/2023","93.05","93.05","94.03","93.05","2.19%"
"07/19/2023","91.06","91.06","93.04","91.06","-2.14%"
"07/18/2023","93.05","93.05","93.05","91.09","2.17%"
"07/17/2023","91.07","91.07","93.05","91.07","2.23%"
"07/14/2023","89.08","89.08","91.06","89.08","-4.28%"
"07/13/2023","93.06","93.06","93.06","93.06","-2.59%"
"07/12/2023","95.53","95.53","95.53","95.53","-3.51%"
"07/11/2023","99.00","99.00","99.00","99.00","-1.97%"
"07/10/2023","100.99","100.99","100.99","99.00","0.99%"
"07/07/2023","100.00","100.00","100.99","100.00","1.51%"
"07/06/2023","98.51","98.51","100.00","98.51","3.66%"
"07/05/2023","95.03","95.03","98.51","95.03","0.00%"
"07/04/2023","95.03","95.03","95.03","95.03","-1.04%"
"07/03/2023","96.03","96.03","96.03","95.03","-2.02%"
"06/30/2023","98.01","98.01","98.01","96.03","-1.99%"
"06/29/2023","100.00","100.00","100.00","98.01","-1.94%"
"06/28/2023","101.98","101.98","101.98","100.00","-0.48%"
"06/27/2023","102.47","102.47","102.47","101.98","-0.96%"
"06/26/2023","103.46","103.46","103.46","102.47","0.48%"
"06/23/2023","102.97","102.97","103.46","102.97","0.00%"
"06/22/2023","102.97","102.97","102.98","102.97","0.49%"
"06/21/2023","102.47","102.47","102.97","102.47","1.47%"
"06/20/2023","100.99","100.99","102.47","100.99","-0.48%"
"06/19/2023","101.48","101.48","101.48","100.99","-0.49%"
"06/16/2023","101.98","101.98","101.98","101.48","1.48%"
"06/15/2023","100.49","100.49","101.98","100.49","1.51%"
"06/14/2023","99.00","99.00","100.49","99.00","1.52%"
"06/13/2023","97.52","97.52","99.00","97.52","-1.00%"
"06/12/2023","98.51","98.51","98.51","97.52","0.00%"
"06/09/2023","98.51","98.51","98.51","98.51","0.00%"
"06/08/2023","98.51","98.51","98.51","98.51","-0.99%"
"06/07/2023","99.50","99.50","99.50","98.50","-0.50%"
"06/06/2023","100.00","100.00","100.00","99.50","0.00%"
"06/05/2023","100.00","100.00","100.00","100.00","-0.98%"
"06/02/2023","100.99","100.99","100.99","100.00","-1.92%"
"06/01/2023","102.97","102.97","102.97","100.99","0.97%"
"05/31/2023","101.98","101.98","102.96","101.98","-0.96%"
"05/30/2023","102.97","102.97","102.97","101.97","0.00%"
"05/29/2023","102.97","102.97","102.97","102.97","-1.90%"
"05/26/2023","104.96","104.96","104.96","102.97","-1.86%"
"05/25/2023","106.95","106.95","106.95","104.97","4.37%"
"05/24/2023","102.47","102.47","106.94","102.47","-0.49%"
"05/23/2023","102.97","102.97","102.97","102.48","0.00%"
"05/22/2023","102.97","102.97","102.97","102.97","-8.06%"
"05/19/2023","112.00","112.00","112.00","102.97","-8.00%"
"05/18/2023","121.74","121.74","121.74","114.25","7.00%"
"05/17/2023","113.78","113.78","113.97","113.78","-0.03%"
"05/16/2023","113.81","113.81","113.95","113.81","-0.04%"
"05/15/2023","113.85","113.85","113.94","113.85","-0.03%"
"05/12/2023","113.88","113.92","113.92","113.88","-0.03%"
"05/11/2023","113.92","113.92","113.92","113.92","0.03%"
"05/10/2023","113.89","113.90","113.90","113.89","0.01%"
"05/09/2023","113.88","113.87","113.88","113.87","0.01%"
"05/08/2023","113.87","113.87","113.88","113.87","-0.01%"
"05/05/2023","113.88","115.85","115.85","113.88","0.89%"
"05/04/2023","112.87","112.87","115.80","112.87","-3.39%"
"05/03/2023","116.83","116.83","116.83","112.86","3.94%"
"05/02/2023","112.40","112.40","116.83","112.40","0.02%"
"05/01/2023","112.38","112.38","112.38","112.38","-0.41%"
"04/28/2023","112.85","112.84","112.84","112.36","-4.22%"
"04/27/2023","117.82","117.82","117.82","116.88","6.26%"
"04/26/2023","110.88","110.88","117.82","110.88","2.27%"
"04/25/2023","108.42","108.42","110.87","108.42","0.46%"
"04/24/2023","107.92","107.92","108.43","107.92","-0.01%"
"04/21/2023","107.93","107.92","107.93","107.92","4.32%"
"04/20/2023","103.46","103.46","107.92","103.46","0.48%"
"04/19/2023","102.97","102.97","102.97","102.97","-1.89%"
"04/18/2023","104.95","104.95","104.95","104.95","0.00%"
"04/17/2023","104.95","104.95","104.95","104.95","-1.85%"
"04/14/2023","106.93","106.93","106.93","106.93","-5.27%"
"04/13/2023","112.88","112.88","112.88","112.88","0.02%"
"04/12/2023","112.86","112.86","112.86","112.86","-1.74%"
"04/11/2023","114.86","114.86","114.86","114.86","0.01%"
"04/10/2023","114.84","114.84","114.84","114.84","-0.02%"
"04/07/2023","114.87","114.87","114.87","114.87","2.23%"
"04/06/2023","112.36","112.36","112.36","112.36","4.61%"
"04/05/2023","107.40","107.40","107.40","107.40","0.00%"
"04/04/2023","107.41","107.41","107.41","107.41","2.35%"
"04/03/2023","104.94","104.94","104.94","104.94","-8.62%"
"03/31/2023","114.84","114.84","114.84","104.94","-4.14%"
"03/30/2023","119.80","119.80","119.80","114.88","-3.98%"
"03/29/2023","124.76","124.76","124.76","119.80","2.05%"
"03/28/2023","122.26","122.26","124.76","122.26","-2.01%"
"03/27/2023","124.77","124.77","124.77","122.32","4.18%"
"03/24/2023","119.76","119.76","124.67","119.76","9.00%"
"03/23/2023","109.87","109.87","119.71","109.87","-0.04%"
"03/22/2023","109.92","109.92","109.92","109.92","-8.22%"
"03/21/2023","119.77","119.77","119.77","109.95","-4.92%"
"03/20/2023","125.97","125.97","125.97","119.77","9.61%"
"03/17/2023","114.92","114.92","119.81","114.92","0.01%"
"03/16/2023","114.91","114.91","114.91","114.91","9.48%"
"03/15/2023","104.96","104.96","114.79","104.96","9.27%"
"03/14/2023","96.05","96.05","104.98","96.05","0.04%"
"03/13/2023","96.02","96.02","109.87","96.02","5.41%"
"03/10/2023","91.09","91.09","96.04","91.09","0.04%"
"03/09/2023","91.05","91.05","91.06","91.05","0.56%"
"03/08/2023","90.54","90.54","91.05","90.54","0.54%"
"03/07/2023","90.05","90.05","90.56","90.05","-1.11%"
"03/06/2023","91.06","91.06","91.06","90.05","-2.12%"
"03/03/2023","93.03","93.03","93.03","91.05","1.08%"
"03/02/2023","92.04","92.04","93.03","92.04","-3.15%"
"03/01/2023","95.03","95.03","95.03","92.04","0.00%"
"02/28/2023","95.03","95.03","95.03","95.02","-1.54%"
"02/27/2023","96.52","96.52","96.52","95.02","0.52%"
"02/24/2023","96.02","96.02","96.51","96.02","1.04%"
"02/23/2023","95.03","95.03","96.02","95.03","-0.51%"
"02/22/2023","95.52","95.52","95.52","95.03","2.62%"
"02/21/2023","93.08","93.08","95.52","93.08","0.05%"
"02/20/2023","93.04","93.04","93.04","93.04","1.63%"
"02/17/2023","91.55","91.55","93.05","91.55","-0.53%"
"02/16/2023","92.04","92.04","92.04","91.55","-0.53%"
"02/15/2023","92.53","92.53","92.53","92.04","-1.07%"
"02/14/2023","93.53","93.53","93.53","92.53","-1.57%"
"02/13/2023","95.02","95.02","95.02","93.53","4.37%"
"02/10/2023","91.04","91.04","95.02","91.04","-2.15%"
"02/09/2023","93.04","93.04","93.04","91.06","0.54%"
"02/08/2023","92.54","92.54","93.04","92.54","-2.62%"
"02/07/2023","95.03","95.03","95.03","92.54","-2.04%"
"02/06/2023","97.01","97.01","97.01","95.02","-1.02%"
"02/03/2023","98.01","98.01","98.01","97.01","-6.61%"
"02/02/2023","104.95","104.95","104.95","98.02","-1.86%"
"02/01/2023","106.94","106.94","106.94","104.96","-5.28%"
"01/31/2023","112.90","112.90","112.90","106.94","0.89%"
"01/30/2023","111.90","111.90","112.92","111.90","-0.89%"
"01/27/2023","112.90","112.90","112.90","111.91","-0.01%"
"01/26/2023","112.91","112.91","112.91","112.91","-0.85%"
"01/25/2023","113.88","113.88","114.86","113.88","-2.55%"
"01/24/2023","116.86","116.86","116.86","113.88","-0.43%"
"01/23/2023","117.36","117.36","117.36","116.88","1.29%"
"01/20/2023","115.87","115.87","117.39","115.87","3.54%"
"01/19/2023","111.91","111.91","115.91","111.91","0.03%"
"01/18/2023","111.88","111.88","111.88","111.88","-1.76%"
"01/17/2023","113.88","113.88","114.84","113.88","0.87%"
"01/16/2023","112.90","112.90","113.89","112.90","1.79%"
"01/13/2023","110.91","110.91","112.89","110.91","-0.87%"
"01/12/2023","111.88","111.88","111.88","110.88","-0.46%"
"01/11/2023","112.40","112.40","112.40","111.87","2.27%"
"01/10/2023","109.91","109.91","112.40","109.91","-1.76%"
"01/09/2023","111.88","111.88","111.88","109.90","-1.75%"
"01/06/2023","113.87","113.87","113.87","111.87","-0.01%"
"01/05/2023","113.88","113.88","113.89","113.88","-3.37%"
"01/04/2023","117.85","117.85","117.85","113.85","2.59%"
"01/03/2023","114.87","114.87","117.82","114.87","-0.01%"
"01/02/2023","114.88","114.88","114.88","114.84","0.01%"
"12/30/2022","114.87","114.87","114.90","114.87","0.00%"
"12/29/2022","114.87","114.87","114.87","114.86","-2.12%"
"12/28/2022","117.36","117.36","117.36","114.86","0.00%"
"12/27/2022","117.36","117.36","117.38","117.36","0.02%"
"12/26/2022","117.34","117.34","117.34","117.34","-2.07%"
"12/23/2022","119.82","119.82","119.82","117.37","0.82%"
"12/22/2022","118.84","118.84","119.85","118.84","-0.83%"
"12/21/2022","119.83","119.83","119.83","118.85","0.84%"
"12/20/2022","118.83","118.83","119.86","118.83","-0.82%"
"12/19/2022","119.81","119.81","119.81","118.82","4.31%"
"12/16/2022","114.86","114.86","119.86","114.86","5.93%"
"12/15/2022","108.43","108.43","114.95","108.43","-2.21%"
"12/14/2022","110.88","110.88","110.88","108.43","-2.61%"
"12/13/2022","113.85","113.85","113.85","110.87","-0.42%"
"12/12/2022","114.33","114.33","114.33","113.85","-0.86%"
"12/09/2022","115.32","115.32","115.32","114.35","-0.41%"
"12/08/2022","115.80","115.80","115.80","115.33","0.85%"
"12/07/2022","114.82","114.82","115.80","114.82","-0.85%"
"12/06/2022","115.81","115.81","115.81","114.80","0.86%"
"12/05/2022","114.82","114.82","115.83","114.82","0.00%"
"12/02/2022","114.82","114.82","114.84","114.82","-2.27%"
"12/01/2022","117.49","117.49","117.49","114.78","-0.25%"
"11/30/2022","117.79","117.79","118.78","117.79","-1.65%"
"11/29/2022","119.77","119.77","119.77","117.76","1.71%"
"11/28/2022","117.76","117.76","119.76","117.76","2.12%"
"11/25/2022","115.32","115.32","117.82","115.32","-2.90%"
"11/24/2022","118.76","118.76","118.76","115.29","-4.56%"
"11/23/2022","124.44","124.44","124.44","118.78","0.16%"
"11/22/2022","124.24","124.24","124.24","121.75","-0.37%"
"11/21/2022","124.70","124.70","124.70","124.21","-3.80%"
"11/18/2022","129.63","129.63","129.63","124.70","2.34%"
"11/17/2022","126.67","126.67","129.68","126.67","-2.50%"
"11/16/2022","129.92","129.92","129.92","126.63","0.19%"
"11/15/2022","129.67","129.67","129.67","125.69","0.79%"
"11/14/2022","128.65","128.65","129.62","128.65","-0.78%"
"11/11/2022","129.66","129.66","129.66","128.73","-3.61%"
"11/10/2022","134.51","134.51","134.51","129.50","-0.99%"
"11/09/2022","135.85","135.85","135.85","134.48","0.21%"
"11/08/2022","135.57","135.57","135.57","134.54","0.00%"
"11/07/2022","135.57","135.57","135.57","134.60","-4.86%"
"11/04/2022","142.50","142.50","142.50","135.61","0.68%"
"11/03/2022","141.54","141.54","142.61","141.54","-2.39%"
"11/02/2022","145.00","145.00","145.00","141.44","0.42%"
"11/01/2022","144.40","144.40","144.40","137.03","-0.05%"
"10/31/2022","144.47","144.47","144.49","144.47","0.07%"
"10/28/2022","144.37","144.37","144.57","144.37","-2.06%"
"10/27/2022","147.40","147.40","147.40","144.24","-1.25%"
"10/26/2022","149.26","149.26","149.26","147.39","-3.28%"
"10/25/2022","154.32","154.32","154.32","149.26","-4.89%"
"10/24/2022","162.26","162.26","162.26","154.18","2.44%"
"10/21/2022","158.39","158.39","162.27","158.39","0.69%"
"10/20/2022","157.31","157.31","158.33","157.31","0.64%"
"10/19/2022","156.31","156.31","157.39","156.31","-2.50%"
"10/18/2022","160.31","160.31","160.31","156.31","-4.69%"
"10/17/2022","168.19","168.19","168.19","160.25","-1.71%"
"10/14/2022","171.11","171.11","171.11","168.14","-0.52%"
"10/13/2022","172.01","172.01","172.01","171.04","-0.58%"
"10/12/2022","173.01","173.01","173.01","171.86","5.33%"
"10/11/2022","164.25","164.25","173.04","164.25","-2.88%"
"10/10/2022","169.12","169.12","169.12","164.28","1.48%"
"10/07/2022","166.65","166.65","169.33","166.65","-0.87%"
"10/06/2022","168.11","168.11","168.11","166.89","1.17%"
"10/05/2022","166.17","166.17","168.37","166.17","-4.42%"
"10/04/2022","173.86","173.86","173.86","165.93","-1.21%"
"10/03/2022","175.99","175.99","175.99","173.70","-2.74%"
"09/30/2022","180.94","180.94","180.94","175.80","4.29%"
"09/29/2022","173.49","173.49","180.81","173.49","-0.33%"
"09/28/2022","174.07","174.07","174.07","173.40","1.44%"
"09/27/2022","171.60","171.60","174.15","171.60","2.58%"
"09/26/2022","167.29","167.29","167.29","167.29","1.90%"
"09/23/2022","164.17","164.17","167.29","164.17","-0.11%"
"09/22/2022","164.35","164.35","164.35","164.33","0.74%"
"09/21/2022","163.14","163.14","164.21","163.14","2.82%"
"09/20/2022","158.66","158.66","163.31","158.66","4.40%"
"09/19/2022","151.98","151.98","154.41","151.98","0.00%"
"09/16/2022","151.98","151.98","154.39","151.98","1.04%"
"09/15/2022","150.42","150.42","151.98","150.42","-0.72%"
"09/14/2022","151.51","151.51","151.51","150.51","-4.36%"
"09/13/2022","158.42","158.42","158.42","152.09","4.56%"
"09/12/2022","151.51","151.51","151.53","151.51","-4.60%"
"09/09/2022","158.82","158.82","158.82","151.48","0.25%"
"09/08/2022","158.42","158.42","158.42","152.99","-0.63%"
"09/07/2022","159.42","159.42","159.42","152.99","0.38%"
"09/06/2022","158.82","158.82","158.82","152.93","0.25%"
"09/05/2022","158.42","158.42","158.42","152.88","0.00%"
"09/02/2022","158.42","158.42","158.42","152.85","1.89%"
"09/01/2022","155.48","155.48","158.42","155.48","1.48%"
"08/31/2022","153.21","153.21","155.49","153.21","4.01%"
"08/30/2022","147.31","147.31","153.21","147.31","-0.22%"
"08/29/2022","147.64","147.64","147.64","147.61","3.16%"
"08/26/2022","143.12","143.12","147.47","143.12","-2.31%"
"08/25/2022","146.50","146.50","146.50","143.01","1.37%"
"08/24/2022","144.52","144.52","146.58","144.52","-8.90%"
"08/23/2022","158.64","158.64","158.64","144.56","7.05%"
"08/22/2022","148.19","148.19","158.81","148.19","9.21%"
"08/19/2022","135.69","135.69","148.32","135.69","-1.39%"
"08/18/2022","137.60","137.60","137.60","135.68","2.21%"
"08/17/2022","134.62","134.62","137.75","134.62","1.49%"
"08/16/2022","132.65","132.65","134.66","132.65","7.00%"
"08/15/2022","123.97","123.97","132.60","123.97","0.01%"
"08/12/2022","123.96","123.96","123.98","123.96","-5.83%"
"08/11/2022","131.63","131.63","131.63","123.99","-1.72%"
"08/10/2022","133.93","133.93","133.93","131.58","4.00%"
"08/09/2022","128.78","128.78","133.98","128.78","-5.84%"
"08/08/2022","136.77","136.77","136.77","128.77","-1.96%"
"08/05/2022","139.51","139.51","139.51","136.88","-3.42%"
"08/04/2022","144.45","144.45","144.45","139.47","-2.68%"
"08/03/2022","148.43","148.43","148.43","144.55","0.39%"
"08/02/2022","147.85","147.85","148.46","147.85","-1.69%"
"08/01/2022","150.39","150.39","150.39","147.87","-4.39%"
"07/29/2022","157.29","157.29","157.29","150.38","-0.98%"
"07/28/2022","158.85","158.85","158.85","157.14","-2.68%"
"07/27/2022","163.23","163.23","163.23","158.88","3.17%"
"07/26/2022","158.22","158.22","163.04","158.22","-1.30%"
"07/25/2022","160.31","160.31","160.31","158.25","1.31%"
"07/22/2022","158.23","158.23","159.93","158.23","4.57%"
"07/21/2022","151.32","151.32","158.34","151.32","-1.98%"
"07/20/2022","154.38","154.38","154.38","151.34","-4.80%"
"07/19/2022","162.16","162.16","162.16","154.43","1.92%"
"07/18/2022","159.10","159.10","162.27","159.10","-0.03%"
"07/15/2022","159.14","159.14","159.14","159.03","8.25%"
"07/14/2022","147.01","147.01","159.31","147.01","-0.30%"
"07/13/2022","147.45","147.45","147.45","146.99","1.41%"
"07/12/2022","145.40","145.40","147.29","145.40","1.34%"
"07/11/2022","143.48","143.48","145.36","143.48","-3.97%"
"07/08/2022","149.41","149.41","149.41","143.49","-1.30%"
"07/07/2022","151.38","151.38","151.38","149.57","-1.87%"
"07/06/2022","154.26","154.26","154.26","151.27","3.28%"
"07/05/2022","149.36","149.36","154.12","149.36","-1.32%"
"07/04/2022","151.36","151.36","151.36","148.58","-0.33%"
"07/01/2022","151.86","151.86","151.86","149.23","0.32%"
"06/30/2022","151.37","151.37","151.64","151.37","-0.04%"
"06/29/2022","151.43","151.43","151.43","151.31","0.59%"
"06/28/2022","150.54","150.54","151.58","150.54","-0.27%"
"06/27/2022","150.94","150.94","152.06","150.94","-0.40%"
"06/24/2022","151.55","151.55","151.55","150.98","0.72%"
"06/23/2022","150.47","150.47","151.15","150.47","4.12%"
"06/22/2022","144.51","144.51","150.35","144.51","-3.42%"
"06/21/2022","149.63","149.63","149.63","144.52","0.20%"
"06/20/2022","149.33","149.33","150.96","149.33","0.20%"
"06/17/2022","149.03","149.03","149.72","149.03","-0.27%"
"06/16/2022","149.43","149.43","155.53","149.43","-3.94%"
"06/15/2022","155.56","155.56","155.56","149.35","1.95%"
"06/14/2022","152.59","152.59","155.70","152.59","7.37%"
"06/13/2022","142.12","142.12","152.72","142.12","1.81%"
"06/10/2022","139.59","139.59","142.19","139.59","3.70%"
"06/09/2022","134.61","134.61","139.67","134.61","3.01%"
"06/08/2022","130.68","130.68","134.66","130.68","4.13%"
"06/07/2022","125.50","125.50","130.65","125.50","0.01%"
"06/06/2022","125.49","125.49","125.51","125.49","0.00%"
"06/03/2022","125.49","125.49","125.53","125.49","-0.02%"
"06/02/2022","125.51","125.51","125.56","125.51","2.01%"
"06/01/2022","123.04","123.04","125.52","123.04","0.98%"
"05/31/2022","121.84","121.84","123.07","121.84","-1.99%"
"05/30/2022","124.32","124.32","124.32","121.89","-3.92%"
"05/27/2022","129.39","129.39","129.39","124.31","-5.58%"
"05/26/2022","137.04","137.04","137.04","129.40","-2.93%"
"05/25/2022","141.18","141.18","141.18","137.02","2.98%"
"05/24/2022","137.10","137.10","141.16","137.10","-3.14%"
"05/23/2022","141.54","141.54","141.54","137.10","3.61%"
"05/20/2022","136.61","136.61","141.47","136.61","2.24%"
"05/19/2022","133.62","133.62","136.55","133.62","2.28%"
"05/18/2022","130.64","130.64","133.62","130.64","-0.40%"
"05/17/2022","131.17","131.17","131.17","130.73","-0.35%"
"05/16/2022","131.63","131.63","131.63","131.17","-4.75%"
"05/13/2022","138.19","138.19","138.19","131.67","0.44%"
"05/12/2022","137.59","137.59","137.59","132.48","0.00%"
"05/11/2022","137.59","137.59","137.59","133.41","-1.38%"
"05/10/2022","139.52","139.52","139.52","137.51","1.77%"
"05/09/2022","137.10","137.10","139.50","137.10","3.80%"
"05/06/2022","132.08","132.08","137.19","132.08","0.00%"
"05/05/2022","132.08","132.08","134.61","132.08","1.82%"
"05/04/2022","129.72","129.72","132.16","129.72","-2.17%"
"05/03/2022","132.60","132.60","132.60","129.67","-0.02%"
"05/02/2022","132.63","132.63","132.63","132.63","1.90%"
"04/29/2022","130.16","130.16","132.68","130.16","3.54%"
"04/28/2022","125.71","125.71","130.22","125.71","1.18%"
"04/27/2022","124.24","124.24","125.66","124.24","1.99%"
"04/26/2022","121.81","121.81","124.25","121.81","3.40%"
"04/25/2022","117.81","117.81","121.73","117.81","-0.03%"
