"Date","Price","Open","High","Low","Change %"
"04/22/2022","117.85","117.85","117.88","117.85","-0.38%"
"04/21/2022","118.30","118.30","118.30","117.87","-1.25%"
"04/20/2022","119.80","119.80","119.80","118.29","2.10%"
"04/19/2022","117.34","117.34","119.81","117.34","0.02%"
"04/18/2022","117.32","117.32","117.32","117.32","-0.01%"
"04/15/2022","117.33","117.33","117.33","117.33","2.16%"
"04/14/2022","114.85","114.85","117.32","114.85","2.20%"
"04/13/2022","112.38","112.38","114.84","112.38","0.02%"
"04/12/2022","112.36","112.36","112.36","112.36","-1.77%"
"04/11/2022","114.38","114.38","114.38","112.39","4.09%"
"04/08/2022","109.89","109.89","114.37","109.89","1.83%"
"04/07/2022","107.91","107.91","109.89","107.91","0.92%"
"04/06/2022","106.93","106.93","107.92","106.93","2.87%"
"04/05/2022","103.95","103.95","106.94","103.95","0.96%"
"04/04/2022","102.96","102.96","103.95","102.96","-0.46%"
"04/01/2022","103.44","103.44","103.44","102.94","-0.47%"
"03/31/2022","103.93","103.93","103.93","103.43","0.95%"
"03/30/2022","102.95","102.95","103.94","102.95","-6.27%"
"03/29/2022","109.84","109.84","109.84","102.95","-0.01%"
"03/28/2022","109.85","109.85","109.85","109.84","0.02%"
"03/25/2022","109.83","109.83","109.85","109.83","0.91%"
"03/24/2022","108.84","108.84","109.84","108.84","1.83%"
"03/23/2022","106.88","106.88","108.83","106.88","-2.26%"
"03/22/2022","109.35","109.35","109.35","106.89","5.20%"
"03/21/2022","103.94","103.94","109.35","103.94","4.98%"
"03/18/2022","99.01","99.01","100.00","99.01","-0.99%"
"03/17/2022","100.00","100.00","100.00","99.01","-5.13%"
"03/16/2022","105.41","105.41","105.41","100.00","-0.93%"
"03/15/2022","106.40","106.40","106.40","105.41","1.41%"
"03/14/2022","104.92","104.92","106.40","104.92","1.91%"
"03/11/2022","102.95","102.95","104.93","102.95","2.95%"
"03/10/2022","100.00","100.00","102.96","100.00","-13.21%"
"03/09/2022","115.22","115.22","115.22","100.00","-4.49%"
"03/08/2022","120.64","120.64","120.64","115.24","10.74%"
"03/07/2022","108.94","108.94","120.64","108.94","8.10%"
"03/04/2022","100.78","100.78","108.94","100.78","1.97%"
"03/03/2022","98.83","98.83","100.78","98.83","1.96%"
"03/02/2022","96.93","96.93","98.83","96.93","1.88%"
"03/01/2022","95.14","95.14","96.94","95.14","3.28%"
"02/28/2022","92.12","92.12","95.14","92.12","-4.09%"
"02/25/2022","96.05","96.05","96.05","92.11","7.70%"
"02/24/2022","89.18","89.18","96.06","89.18","-1.60%"
"02/23/2022","90.63","90.63","90.63","89.15","-1.61%"
"02/22/2022","92.11","92.11","92.11","90.62","2.19%"
"02/21/2022","90.14","90.14","92.11","90.14","2.25%"
"02/18/2022","88.16","88.16","90.15","88.16","2.27%"
"02/17/2022","86.20","86.20","88.17","86.20","0.01%"
"02/16/2022","86.19","86.19","86.20","86.19","-3.32%"
"02/15/2022","89.15","89.15","89.15","86.19","1.63%"
"02/14/2022","87.72","87.72","89.14","87.72","2.98%"
"02/11/2022","85.18","85.18","87.70","85.18","3.59%"
"02/10/2022","82.23","82.23","85.15","82.23","-1.19%"
"02/09/2022","83.22","83.22","83.22","82.24","-1.16%"
"02/08/2022","84.20","84.20","84.20","83.21","3.69%"
"02/07/2022","81.20","81.20","84.19","81.20","6.49%"
"02/04/2022","76.25","76.25","81.18","76.25","5.46%"
"02/03/2022","72.30","72.30","76.19","72.30","-0.01%"
"02/02/2022","72.31","72.31","72.31","72.29","-0.66%"
"02/01/2022","72.79","72.79","72.79","72.30","-3.29%"
"01/31/2022","75.27","75.27","75.27","72.76","1.32%"
"01/28/2022","74.29","74.29","75.27","74.29","-3.19%"
"01/27/2022","76.74","76.74","76.74","74.27","-1.92%"
"01/26/2022","78.24","78.24","78.24","76.76","-0.01%"
"01/25/2022","78.25","78.25","78.25","78.25","2.60%"
"01/24/2022","76.27","76.27","78.26","76.27","0.66%"
"01/21/2022","75.77","75.77","75.77","75.77","4.80%"
"01/20/2022","72.30","72.30","74.77","72.30","-4.58%"
"01/19/2022","75.77","75.77","75.77","75.28","3.38%"
"01/18/2022","73.29","73.29","75.78","73.29","1.37%"
"01/17/2022","72.30","72.30","73.28","72.30","-1.36%"
"01/14/2022","73.30","73.30","73.30","72.28","0.00%"
"01/13/2022","73.30","73.30","73.31","73.30","1.64%"
"01/12/2022","72.12","72.12","73.32","72.12","-4.35%"
"01/11/2022","75.40","75.40","75.40","72.10","4.17%"
"01/10/2022","72.38","72.38","75.39","72.38","2.90%"
"01/07/2022","70.34","70.34","72.38","70.34","4.46%"
"01/06/2022","67.34","67.34","70.32","67.34","1.46%"
"01/05/2022","66.37","66.37","67.36","66.37","-2.90%"
"01/04/2022","68.35","68.35","68.35","66.37","0.00%"
"01/03/2022","68.35","68.35","68.35","68.34","0.72%"
"12/31/2021","67.86","67.86","68.35","67.86","-2.13%"
"12/30/2021","69.34","69.34","69.34","67.85","2.20%"
"12/29/2021","67.85","67.85","69.33","67.85","-0.01%"
"12/28/2021","67.86","67.86","67.86","67.85","0.01%"
"12/27/2021","67.85","67.85","67.85","67.84","-0.73%"
"12/24/2021","68.35","68.35","68.35","67.85","-0.71%"
"12/23/2021","68.84","68.84","68.84","68.33","-4.15%"
"12/22/2021","71.82","71.82","71.82","68.83","-0.68%"
"12/21/2021","72.31","72.31","72.31","71.80","-0.01%"
"12/20/2021","72.32","72.32","72.32","72.31","0.68%"
"12/17/2021","71.83","71.83","72.33","71.83","-2.01%"
"12/16/2021","73.30","73.30","73.30","71.83","0.66%"
"12/15/2021","72.82","72.82","73.30","72.82","0.00%"
"12/14/2021","72.82","72.82","72.82","72.81","0.01%"
"12/13/2021","72.81","72.81","72.82","72.81","1.38%"
"12/10/2021","71.82","71.82","72.82","71.82","-1.37%"
"12/09/2021","72.82","72.82","72.82","71.84","0.00%"
"12/08/2021","72.82","72.82","72.82","72.81","-6.35%"
"12/07/2021","77.76","77.76","77.76","72.81","-0.03%"
"12/06/2021","77.78","77.78","77.78","77.78","0.01%"
"12/03/2021","77.77","77.77","77.78","77.77","4.64%"
"12/02/2021","74.32","74.32","77.79","74.32","-4.42%"
"12/01/2021","77.76","77.76","77.76","76.23","-0.04%"
"11/30/2021","77.79","77.79","77.79","77.78","-4.05%"
"11/29/2021","81.07","81.07","81.07","77.77","14.65%"
"11/26/2021","70.71","70.71","81.11","70.71","-5.48%"
"11/25/2021","74.81","74.32","75.81","74.32","0.66%"
"11/24/2021","74.32","74.32","74.80","74.32","3.48%"
"11/23/2021","71.82","71.82","74.29","71.82","0.69%"
"11/22/2021","71.33","71.33","71.82","71.33","0.68%"
"11/19/2021","70.85","70.85","71.36","70.85","0.20%"
"11/18/2021","70.71","70.71","70.86","70.71","0.51%"
"11/17/2021","70.35","70.35","70.71","70.35","1.43%"
"11/16/2021","69.36","69.36","70.35","69.36","-0.01%"
"11/15/2021","69.37","69.37","69.37","69.37","1.48%"
"11/12/2021","68.36","68.36","69.39","68.36","3.03%"
"11/11/2021","66.35","66.35","68.22","66.35","0.73%"
"11/10/2021","65.87","65.87","66.34","65.87","-0.72%"
"11/09/2021","66.35","66.35","66.35","65.86","6.35%"
"11/08/2021","62.39","62.39","66.10","62.39","-6.00%"
"11/05/2021","66.37","66.37","66.37","65.88","1.48%"
"11/04/2021","65.40","65.40","66.79","65.40","-1.49%"
"11/03/2021","66.39","66.39","66.39","66.39","-1.51%"
"11/02/2021","67.41","67.41","67.93","67.41","3.04%"
"11/01/2021","65.42","65.42","68.40","65.42","3.12%"
"10/29/2021","63.44","63.44","66.63","63.44","2.47%"
"10/28/2021","61.91","61.91","63.61","61.91","-0.77%"
"10/27/2021","62.39","62.39","62.39","61.92","-0.83%"
"10/26/2021","62.91","62.91","62.91","62.42","2.43%"
"10/25/2021","61.42","61.42","62.80","61.42","0.05%"
"10/22/2021","61.39","61.39","61.79","61.39","-0.84%"
"10/21/2021","61.91","61.91","61.91","61.78","0.80%"
"10/20/2021","61.42","61.42","62.32","61.42","-0.78%"
"10/19/2021","61.90","61.90","62.03","61.90","0.78%"
"10/18/2021","61.42","61.42","62.50","61.42","-1.59%"
"10/15/2021","62.41","62.41","62.41","61.66","-3.08%"
"10/14/2021","64.39","64.39","64.39","63.05","-1.51%"
"10/13/2021","65.38","65.38","65.38","64.02","3.94%"
"10/12/2021","62.90","62.90","65.00","62.90","0.80%"
"10/11/2021","62.40","62.40","62.63","62.40","0.00%"
"10/08/2021","62.40","62.40","62.40","62.15","-3.82%"
"10/07/2021","64.88","64.88","64.88","62.28","3.15%"
"10/06/2021","62.90","62.90","64.14","62.90","2.41%"
"10/05/2021","61.42","61.42","62.41","61.42","0.82%"
"10/04/2021","60.92","60.92","62.66","60.92","0.79%"
"10/01/2021","60.44","60.44","61.43","60.44","1.72%"
"09/30/2021","59.42","59.42","60.67","59.42","0.81%"
"09/29/2021","58.94","58.94","59.20","58.94","-0.82%"
"09/28/2021","59.43","59.43","59.43","58.93","0.83%"
"09/27/2021","58.94","58.94","58.94","58.69","0.87%"
"09/24/2021","58.43","58.43","59.18","58.43","-10.64%"
"09/23/2021","65.39","65.39","65.39","58.92","-1.48%"
"09/22/2021","66.37","66.37","66.37","65.39","-0.75%"
"09/21/2021","66.87","66.87","66.87","66.38","3.42%"
"09/20/2021","64.66","64.66","66.64","64.66","8.95%"
"09/17/2021","59.35","59.35","59.35","59.35","-1.64%"
"09/16/2021","60.34","60.34","60.34","59.34","-0.02%"
"09/15/2021","60.35","60.35","60.35","60.34","0.02%"
"09/14/2021","60.34","60.34","60.35","60.34","0.00%"
"09/13/2021","60.34","60.34","60.34","60.34","-0.02%"
"09/10/2021","60.35","60.35","60.35","60.35","0.00%"
"09/09/2021","60.35","60.35","60.36","60.35","-0.82%"
"09/08/2021","60.85","60.85","60.85","60.35","0.85%"
"09/07/2021","60.34","60.34","60.59","60.34","-0.84%"
"09/06/2021","60.85","60.85","60.85","60.35","0.00%"
"09/03/2021","60.85","60.85","60.85","60.60","0.83%"
"09/02/2021","60.35","60.35","60.60","60.35","-0.81%"
"09/01/2021","60.84","60.84","60.84","60.35","1.64%"
"08/31/2021","59.86","59.86","60.59","59.86","0.02%"
"08/30/2021","59.85","59.85","60.11","59.85","0.00%"
"08/27/2021","59.85","59.85","60.10","59.85","-0.83%"
"08/26/2021","60.35","60.35","60.35","59.85","0.00%"
"08/25/2021","60.35","60.35","60.35","60.10","0.00%"
"08/24/2021","60.35","60.35","60.35","60.11","0.00%"
"08/23/2021","60.35","60.35","60.36","60.35","-0.02%"
"08/20/2021","60.36","60.36","60.36","60.36","1.68%"
"08/19/2021","59.36","59.36","60.36","59.36","0.00%"
"08/18/2021","59.36","59.36","59.36","59.36","1.71%"
"08/17/2021","58.36","58.36","59.36","58.36","0.85%"
"08/16/2021","57.87","57.87","58.86","57.87","-0.84%"
"08/13/2021","58.36","58.36","58.36","58.12","-0.43%"
"08/12/2021","58.61","58.61","58.61","58.36","0.43%"
"08/11/2021","58.36","58.36","58.61","58.36","0.00%"
"08/10/2021","58.36","58.36","58.37","58.36","0.00%"
"08/09/2021","58.36","58.36","58.37","58.36","0.00%"
"08/06/2021","58.36","58.36","58.36","58.36","0.00%"
"08/05/2021","58.36","58.36","58.36","58.36","0.00%"
"08/04/2021","58.36","58.36","58.37","58.36","-0.02%"
"08/03/2021","58.37","58.37","58.38","58.37","1.73%"
"08/02/2021","57.38","57.38","58.38","57.38","-1.71%"
"07/30/2021","58.38","58.38","58.38","58.38","-3.30%"
"07/29/2021","60.37","60.37","60.37","58.88","0.02%"
"07/28/2021","60.36","60.36","60.37","60.36","-0.02%"
"07/27/2021","60.37","60.37","60.37","60.37","0.00%"
"07/26/2021","60.37","60.37","60.37","60.37","-1.61%"
"07/23/2021","61.36","61.36","61.36","60.37","0.00%"
"07/22/2021","61.36","61.36","61.37","61.36","-1.60%"
"07/21/2021","62.36","62.36","62.36","61.86","0.00%"
"07/20/2021","62.36","62.36","62.37","62.36","3.30%"
"07/19/2021","60.37","60.37","62.36","60.37","-3.19%"
"07/16/2021","62.36","62.36","62.36","60.62","0.00%"
"07/15/2021","62.36","62.36","62.36","61.62","0.02%"
"07/14/2021","62.35","62.35","62.35","61.86","-0.02%"
"07/13/2021","62.36","62.36","62.36","62.36","0.00%"
"07/12/2021","62.36","62.36","62.36","62.36","-0.78%"
"07/09/2021","62.85","62.85","62.85","62.35","1.60%"
"07/08/2021","61.86","61.86","62.61","61.86","0.00%"
"07/07/2021","61.86","61.86","61.86","61.62","0.81%"
"07/06/2021","61.36","61.36","61.62","61.36","-1.60%"
"07/05/2021","62.36","62.36","62.36","61.36","1.61%"
"07/02/2021","61.37","61.37","61.87","61.37","-3.88%"
"07/01/2021","63.85","63.85","63.85","61.87","-0.78%"
"06/30/2021","64.35","64.35","64.35","64.11","1.56%"
"06/29/2021","63.36","63.36","64.35","63.36","0.02%"
"06/28/2021","63.35","63.35","63.36","63.35","0.00%"
"06/25/2021","63.35","63.35","63.35","62.85","-0.78%"
"06/24/2021","63.85","63.85","63.85","63.35","-1.54%"
"06/23/2021","64.85","64.85","64.85","63.61","-0.77%"
"06/22/2021","65.35","65.35","65.35","64.60","-1.49%"
"06/21/2021","66.34","66.34","66.34","65.84","3.09%"
"06/18/2021","64.35","64.35","65.84","64.35","0.12%"
"06/17/2021","64.27","64.27","64.34","64.27","-6.53%"
"06/16/2021","68.76","67.26","69.25","64.31","-0.71%"
"06/15/2021","69.25","69.25","69.25","64.56","2.96%"
"06/14/2021","67.26","67.26","67.26","65.30","-1.48%"
"06/11/2021","68.27","68.27","68.27","65.77","0.01%"
"06/10/2021","68.26","68.26","68.26","66.77","-1.43%"
"06/09/2021","69.25","69.25","69.25","67.77","1.45%"
"06/08/2021","68.26","68.26","68.26","68.26","-2.14%"
"06/07/2021","69.75","69.75","69.75","69.01","-0.71%"
"06/04/2021","70.25","70.25","70.25","69.01","4.43%"
"06/03/2021","67.27","67.27","69.75","67.27","-1.45%"
"06/02/2021","68.26","68.26","68.26","67.27","-0.74%"
"06/01/2021","68.77","68.77","68.77","67.77","0.01%"
"05/31/2021","68.76","68.76","68.76","68.52","0.00%"
"05/28/2021","68.76","68.76","68.76","68.52","-0.74%"
"05/27/2021","69.27","69.27","69.27","69.26","0.00%"
"05/26/2021","69.27","69.27","69.27","69.27","-0.72%"
"05/25/2021","69.77","69.77","69.77","69.52","0.00%"
"05/24/2021","69.77","69.77","69.77","69.52","0.72%"
"05/21/2021","69.27","69.27","69.52","69.27","0.00%"
"05/20/2021","69.27","69.27","69.51","69.27","1.46%"
"05/19/2021","68.27","68.27","70.76","68.27","-1.44%"
"05/18/2021","69.27","69.27","69.27","68.77","-0.70%"
"05/17/2021","69.76","69.76","69.76","69.26","0.00%"
"05/14/2021","69.76","69.76","69.76","69.52","-1.41%"
"05/13/2021","70.76","70.76","70.76","70.01","-1.38%"
"05/12/2021","71.75","71.75","71.75","70.01","0.69%"
"05/11/2021","71.26","71.26","72.00","71.26","-2.05%"
"05/10/2021","72.75","72.75","72.75","71.26","0.00%"
"05/07/2021","72.75","72.75","72.75","72.50","0.00%"
"05/06/2021","72.75","72.75","72.75","72.50","0.00%"
"05/05/2021","72.75","72.75","72.75","72.50","2.09%"
"05/04/2021","71.26","71.26","72.51","71.26","0.00%"
"05/03/2021","71.26","71.26","71.26","71.26","0.00%"
"04/30/2021","71.26","71.26","71.26","71.26","-0.68%"
"04/29/2021","71.75","71.75","71.75","71.25","4.33%"
"04/28/2021","68.77","68.77","71.50","68.77","0.00%"
"04/27/2021","68.77","68.77","69.02","68.77","0.00%"
"04/26/2021","68.77","68.77","69.02","68.77","0.73%"
"04/23/2021","68.27","68.27","68.52","68.27","0.00%"
"04/22/2021","68.27","68.27","68.27","68.27","-0.74%"
"04/21/2021","68.78","68.78","68.78","68.28","0.75%"
"04/20/2021","68.27","68.27","69.03","68.27","0.00%"
"04/19/2021","68.27","68.27","68.27","67.77","-0.01%"
"04/16/2021","68.28","68.28","68.28","67.78","-0.70%"
"04/15/2021","68.76","68.76","68.76","68.28","-0.01%"
"04/14/2021","68.77","68.77","69.01","68.77","0.73%"
"04/13/2021","68.27","68.27","68.52","68.27","0.74%"
"04/12/2021","67.77","67.77","68.27","67.77","-0.01%"
"04/09/2021","67.78","67.78","67.78","67.52","0.00%"
"04/08/2021","67.78","67.78","68.03","67.78","0.00%"
"04/07/2021","67.78","67.78","67.78","67.54","-0.72%"
"04/06/2021","68.27","68.27","68.27","67.53","-0.01%"
"04/05/2021","68.28","68.28","68.28","67.78","0.00%"
"04/02/2021","68.28","68.28","68.28","67.78","-1.41%"
"04/01/2021","69.26","69.26","69.26","67.79","-3.47%"
"03/31/2021","71.75","71.75","71.75","69.77","-0.69%"
"03/30/2021","72.25","72.25","72.25","71.50","-0.69%"
"03/29/2021","72.75","72.75","72.75","71.76","0.00%"
"03/26/2021","72.75","72.75","72.75","72.00","0.68%"
"03/25/2021","72.26","72.26","73.01","72.26","-2.67%"
"03/24/2021","74.24","74.24","74.24","73.25","0.00%"
"03/23/2021","74.24","74.24","74.25","74.24","1.68%"
"03/22/2021","73.01","73.01","74.74","73.01","11.01%"
"03/19/2021","65.77","65.77","67.50","65.77","0.77%"
"03/18/2021","65.27","65.27","65.50","65.27","0.79%"
"03/17/2021","64.76","64.76","64.76","64.76","-0.03%"
"03/16/2021","64.78","64.78","64.78","64.52","0.02%"
"03/15/2021","64.77","64.77","64.77","64.52","0.00%"
"03/12/2021","64.77","64.77","64.77","64.51","-2.25%"
"03/11/2021","66.26","66.26","66.26","64.52","-1.49%"
"03/10/2021","67.26","67.26","67.26","66.26","-1.45%"
"03/09/2021","68.25","68.25","68.25","66.75","0.01%"
"03/08/2021","68.24","68.24","68.24","68.24","1.50%"
"03/05/2021","67.23","67.23","68.24","67.23","-0.03%"
"03/04/2021","67.25","67.25","67.25","67.24","0.73%"
"03/03/2021","66.76","66.76","67.25","66.76","-1.48%"
"03/02/2021","67.76","67.76","67.76","67.01","-4.91%"
"03/01/2021","71.26","71.26","71.26","67.52","2.93%"
"02/26/2021","69.23","69.23","70.73","69.23","1.44%"
"02/25/2021","68.25","68.25","70.22","68.25","0.00%"
"02/24/2021","68.25","68.25","68.25","68.25","1.49%"
"02/23/2021","67.25","67.25","68.74","67.25","-0.01%"
"02/22/2021","67.26","66.25","67.26","66.25","2.29%"
"02/19/2021","65.75","66.25","66.25","65.75","0.00%"
"02/18/2021","65.75","65.26","65.75","65.26","0.77%"
"02/17/2021","65.25","62.75","65.25","62.75","4.40%"
"02/16/2021","62.50","63.26","63.26","62.50","-0.40%"
"02/15/2021","62.75","63.75","63.75","62.75","-1.95%"
"02/12/2021","64.00","65.75","65.75","64.00","-3.02%"
"02/11/2021","65.99","65.25","65.99","65.25","1.93%"
"02/10/2021","64.74","65.25","65.25","64.74","-0.78%"
"02/09/2021","65.25","64.26","65.25","64.26","1.57%"
"02/08/2021","64.24","66.24","66.24","64.24","-3.00%"
"02/05/2021","66.23","67.74","67.74","66.23","-2.57%"
"02/04/2021","67.98","68.73","68.73","67.98","-1.44%"
"02/03/2021","68.97","78.19","78.19","68.97","-9.18%"
"02/02/2021","75.94","78.19","78.19","75.94","-2.87%"
"02/01/2021","78.18","79.18","79.18","78.18","-1.25%"
"01/29/2021","79.17","81.17","81.17","79.17","-2.45%"
"01/28/2021","81.16","80.18","81.16","80.18","-1.81%"
"01/27/2021","82.66","80.18","82.66","80.18","1.54%"
"01/26/2021","81.41","80.18","81.41","80.18","-0.31%"
"01/25/2021","81.66","80.17","81.66","80.17","0.00%"
"01/22/2021","81.66","76.69","81.66","76.69","6.13%"
"01/21/2021","76.94","77.69","77.69","76.94","-0.97%"
"01/20/2021","77.69","80.18","80.18","77.69","-3.09%"
"01/19/2021","80.17","84.15","84.15","80.17","-4.72%"
"01/18/2021","84.14","82.66","84.14","82.66","-0.30%"
"01/15/2021","84.39","80.18","84.39","80.18","4.60%"
"01/14/2021","80.68","73.72","80.68","73.72","6.92%"
"01/13/2021","75.46","75.71","75.71","75.46","0.68%"
"01/12/2021","74.95","73.72","74.95","73.72","2.03%"
"01/11/2021","73.46","71.73","73.46","71.73","3.49%"
"01/08/2021","70.98","73.22","73.22","70.98","-3.06%"
"01/07/2021","73.22","73.22","73.22","73.22","2.08%"
"01/06/2021","71.73","71.73","71.73","71.73","-1.71%"
"01/05/2021","72.98","71.24","72.98","71.24","3.15%"
"01/04/2021","70.75","70.75","70.75","70.75","-1.38%"
"01/01/2021","71.74","72.24","72.24","71.74","0.00%"
"12/31/2020","71.74","72.24","72.24","71.74","0.01%"
"12/30/2020","71.73","72.24","72.24","71.73","0.69%"
"12/29/2020","71.24","72.74","72.74","71.24","-1.72%"
"12/28/2020","72.49","72.74","72.74","72.49","0.00%"
"12/25/2020","72.49","72.74","72.74","72.49","0.00%"
"12/24/2020","72.49","74.73","74.73","72.49","-1.35%"
"12/23/2020","73.48","75.22","75.22","73.48","-1.66%"
"12/22/2020","74.72","75.22","75.22","74.72","-0.66%"
"12/21/2020","75.22","70.75","75.22","70.75","6.71%"
"12/18/2020","70.49","69.75","70.49","69.75","0.70%"
"12/17/2020","70.00","71.74","71.74","70.00","-2.06%"
"12/16/2020","71.47","74.72","74.72","71.47","-3.38%"
"12/15/2020","73.97","76.71","76.71","73.97","-1.00%"
"12/14/2020","74.72","72.25","74.72","72.25","-2.29%"
"12/11/2020","76.47","73.24","76.47","73.24","5.14%"
"12/10/2020","72.73","74.73","74.73","72.73","2.08%"
"12/09/2020","71.25","72.25","72.25","71.25","-0.70%"
"12/08/2020","71.75","71.75","71.75","71.75","0.00%"
"12/07/2020","71.75","74.73","74.73","71.75","2.14%"
"12/04/2020","70.25","73.24","73.24","70.25","-3.42%"
"12/03/2020","72.74","73.74","73.74","72.74","-1.02%"
"12/02/2020","73.49","73.73","73.73","73.49","0.69%"
"12/01/2020","72.99","74.73","74.73","72.99","-2.01%"
"11/30/2020","74.49","73.74","74.49","73.74","0.00%"
"11/27/2020","74.49","78.69","78.69","74.49","-3.85%"
"11/26/2020","77.47","78.21","78.21","77.47","-0.95%"
"11/25/2020","78.21","78.69","78.69","78.21","-0.31%"
"11/24/2020","78.45","83.16","83.16","78.45","-5.10%"
"11/23/2020","82.67","83.66","83.66","82.67","-0.90%"
"11/20/2020","83.42","84.16","84.16","83.42","-0.88%"
"11/19/2020","84.16","84.16","84.16","84.16","0.59%"
"11/18/2020","83.67","85.15","85.15","83.67","-1.75%"
"11/17/2020","85.16","84.16","85.16","84.16","1.18%"
"11/16/2020","84.17","85.65","85.65","84.17","-2.58%"
"11/13/2020","86.40","86.15","86.40","86.15","0.29%"
"11/12/2020","86.15","83.17","86.15","83.17","4.82%"
"11/11/2020","82.19","82.67","82.67","82.19","0.32%"
"11/10/2020","81.93","84.16","84.16","81.93","-0.90%"
"11/09/2020","82.67","86.64","86.64","82.67","-3.76%"
"11/06/2020","85.90","87.14","87.14","85.90","0.28%"
"11/05/2020","85.66","94.06","94.06","85.66","-7.97%"
"11/04/2020","93.08","95.55","95.55","93.08","-2.33%"
"11/03/2020","95.30","99.50","99.50","95.30","-4.46%"
"11/02/2020","99.75","99.75","99.75","99.75","-0.73%"
"10/30/2020","100.49","96.54","100.49","96.04","4.09%"
"10/29/2020","96.54","94.07","96.54","94.07","1.56%"
"10/28/2020","95.06","89.12","95.06","89.12","6.65%"
"10/27/2020","89.13","87.64","89.13","87.64","0.84%"
"10/26/2020","88.39","86.65","88.39","86.65","2.30%"
"10/23/2020","86.40","87.14","87.14","86.40","-0.58%"
"10/22/2020","86.90","86.16","86.90","86.16","1.45%"
"10/21/2020","85.66","86.15","86.15","85.66","-0.87%"
"10/20/2020","86.41","85.17","86.41","85.17","1.46%"
"10/19/2020","85.17","86.16","86.16","85.17","-2.83%"
"10/16/2020","87.65","87.15","87.65","87.15","-1.12%"
"10/15/2020","88.64","83.19","88.64","83.19","5.91%"
"10/14/2020","83.69","83.69","83.69","83.69","1.81%"
"10/13/2020","82.20","80.71","82.20","80.71","0.91%"
"10/12/2020","81.46","81.70","81.70","81.46","-0.61%"
"10/09/2020","81.96","83.69","83.69","81.96","-1.77%"
"10/08/2020","83.44","93.08","93.08","83.44","-3.16%"
"10/07/2020","86.16","89.13","89.13","86.16","-2.80%"
"10/06/2020","88.64","91.60","91.60","88.64","-3.49%"
"10/05/2020","91.85","93.08","93.08","91.85","-1.85%"
"10/02/2020","93.58","93.58","93.58","93.58","-0.27%"
"10/01/2020","93.83","95.06","95.06","93.83","-2.31%"
"09/30/2020","96.05","96.54","96.54","96.05","-0.76%"
"09/29/2020","96.79","90.12","96.79","90.12","-0.26%"
"09/28/2020","97.04","87.65","97.04","87.65","-1.50%"
"09/25/2020","98.52","90.12","98.52","90.12","7.54%"
"09/24/2020","91.61","87.65","91.61","87.65","6.01%"
"09/23/2020","86.42","74.24","86.42","74.24","-2.24%"
"09/22/2020","88.40","87.65","88.40","87.65","0.57%"
"09/21/2020","87.90","76.72","87.90","76.72","17.62%"
"09/18/2020","74.73","76.23","76.23","74.73","-0.01%"
"09/17/2020","74.74","74.24","74.74","74.24","2.03%"
"09/16/2020","73.25","76.23","76.23","73.25","-3.91%"
"09/15/2020","76.23","76.72","76.72","76.23","-1.60%"
"09/14/2020","77.47","77.72","77.72","77.47","-1.26%"
"09/11/2020","78.46","76.23","78.46","76.23","2.94%"
"09/10/2020","76.22","76.22","76.22","76.22","-0.65%"
"09/09/2020","76.72","78.21","78.21","76.72","-1.91%"
"09/08/2020","78.21","76.23","78.21","76.23","3.27%"
"09/07/2020","75.73","76.22","76.22","75.73","0.00%"
"09/04/2020","75.73","77.22","77.22","75.73","0.99%"
"09/03/2020","74.99","89.11","89.11","74.99","-0.33%"
"09/02/2020","75.24","77.22","77.22","75.24","-1.94%"
"09/01/2020","76.73","77.22","77.22","76.73","-1.26%"
"08/31/2020","77.71","77.22","77.71","77.22","-0.01%"
"08/28/2020","77.72","77.71","77.72","77.71","-0.31%"
"08/27/2020","77.96","78.22","78.22","77.96","0.32%"
"08/26/2020","77.71","78.21","78.21","77.71","0.00%"
"08/25/2020","77.71","79.20","79.20","77.71","-1.27%"
"08/24/2020","78.71","80.20","80.20","78.71","-1.24%"
"08/21/2020","79.70","89.11","89.11","79.70","-10.57%"
"08/20/2020","89.12","89.12","89.12","89.12","0.56%"
"08/19/2020","88.62","96.04","96.04","88.62","-8.67%"
"08/18/2020","97.03","96.54","97.03","96.54","-0.76%"
"08/17/2020","97.77","95.54","97.77","95.54","0.50%"
"08/14/2020","97.28","95.54","97.28","95.54","3.96%"
"08/13/2020","93.57","95.54","95.54","93.57","-0.78%"
"08/12/2020","94.31","97.03","97.03","94.31","-1.29%"
"08/11/2020","95.54","99.01","99.01","95.54","-3.50%"
"08/10/2020","99.01","100.00","100.00","99.01","0.00%"
"08/07/2020","99.01","100.00","100.00","99.01","-0.49%"
"08/06/2020","99.50","106.91","106.91","99.50","0.00%"
"08/05/2020","99.50","106.91","106.91","99.50","-6.06%"
"08/04/2020","105.92","106.91","106.91","105.92","-1.38%"
"08/03/2020","107.40","109.63","109.63","107.40","-2.03%"
"07/31/2020","109.63","109.63","109.63","109.63","-1.10%"
"07/30/2020","110.85","105.92","110.85","105.92","4.16%"
"07/29/2020","106.42","104.94","106.42","104.94","1.42%"
"07/28/2020","104.93","103.45","104.93","103.45","2.16%"
"07/27/2020","102.71","101.48","102.71","101.48","1.46%"
"07/24/2020","101.23","100.98","101.23","100.98","0.74%"
"07/23/2020","100.49","103.95","103.95","100.49","-3.33%"
"07/22/2020","103.95","100.00","103.95","100.00","3.44%"
